TRANSACTIONID,TRANSACTIONTYPE,TRANSACTIONDATE,TRANSACTIONTIME,AMOUNT,DESCRIPTION,BANKBRANCH,VIA,ACCOUNTNO,ACCOUNTSTATE,BALANCE,BENACCOUNTNO,BENACCOUNTSTATE,DESTINATIONPREVIOUSBALANCE,DESTINATIONNEWBALANCE,SOURCEPREVIOUSBALANCE,SOURCENEWBALANCE,SOURCEPHONENUMBER,DESTINATIONPHONENUMBER,FLAG
T009698,Deposit,2025-11-06,20:26:00,3542,Generated transaction,BR028,Branch,ACC1000487,active,0,ACC1005577,active,723,0,420,0,5118357225,5703030913,
T009699,Transfer,2025-11-01,00:39:00,95,Generated transaction,BR032,Online,ACC1002282,dormant,95,ACC1001650,active,109,14,0,95,4064856168,5154347526,Dormant-Active
T009700,Withdrawal,2025-11-04,21:23:00,1821,Generated transaction,BR036,ATM,ACC1007391,active,0,ACC1005843,active,1637,3458,1756,0,2628384721,6805556860,Smurfing
T009701,Withdrawal,2025-11-03,17:43:00,2964,Generated transaction,BR015,Branch,ACC1003265,active,0,ACC1004306,active,2278,0,1393,0,8328420974,5979059824,Smurfing
T009702,Withdrawal,2025-11-06,16:43:00,2793,Generated transaction,BR022,Online,ACC1000275,active,0,ACC1002821,active,1302,4095,1974,0,5914132738,1163114254,
T009703,Transfer,2025-11-06,07:14:00,2736,Generated transaction,BR033,ATM,ACC1009761,active,-1049,ACC1000059,active,981,3717,1687,-1049,6552994418,4545359289,Circular
T009704,Withdrawal,2025-11-06,20:55:00,3071,Generated transaction,BR021,Online,ACC1004587,active,3883,ACC1002517,active,2788,5859,812,3883,8414153196,7137475822,
T009705,Transfer,2025-11-03,16:12:00,3039,Generated transaction,BR027,Online,ACC8482897,active,-2565,ACC1001262,active,1991,5030,474,-2565,9843258448,4056618654,High-Risk
T009706,Withdrawal,2025-11-01,04:48:00,2830,Generated transaction,BR048,Branch,ACC1003405,active,7799,ACC1008929,active,2596,0,4969,7799,6856593816,8763421217,
T009707,Deposit,2025-11-03,17:15:00,2729,Generated transaction,BR009,Branch,ACC1001240,active,0,ACC1006216,active,1971,4700,1933,0,4758321676,7965021048,Smurfing
T009708,Deposit,2025-11-04,19:00:00,983,Generated transaction,BR034,ATM,ACC1008036,active,36754,ACC1009372,active,133,0,117,36754,4966450988,8942488021,Abnormal-Balance
T009709,Deposit,2025-11-04,23:36:00,4242,Generated transaction,BR032,Online,ACC1002628,active,6738,ACC1003355,active,1759,6001,2496,6738,5585045390,3030972947,
T009710,Transfer,2025-11-01,02:12:00,2565,Generated transaction,BR013,Branch,ACC1003182,active,-1753,ACC1008879,active,2527,5092,812,-1753,7546479999,5076804431,Circular
T009711,Withdrawal,2025-11-03,17:41:00,1276,Generated transaction,BR025,Branch,ACC1008099,active,5485,ACC1004437,active,731,2007,4209,5485,1642046663,3373184573,
T009712,Withdrawal,2025-11-05,19:15:00,4929,Generated transaction,BR013,Branch,ACC1004230,active,0,ACC1005581,active,2617,7546,898,0,2434581264,3505006053,Smurfing
T009713,Deposit,2025-11-06,03:24:00,4420,Generated transaction,BR021,ATM,ACC1006124,active,6312,ACC1005784,active,2511,0,1892,6312,9081556878,8529208139,Circular
T009714,Withdrawal,2025-10-31,20:45:00,1820,Generated transaction,BR020,Online,ACC1003376,active,0,ACC1001089,active,2370,550,659,0,1515115661,8433572537,
T009715,Transfer,2025-11-05,08:01:00,465,Generated transaction,BR009,Online,ACC1001678,active,5084,ACC1006261,active,2756,3221,4619,5084,1339323863,4955451584,
T009716,Transfer,2025-11-04,04:13:00,370,Generated transaction,BR005,Online,ACC1005723,dormant,370,ACC1000475,active,1545,1915,0,370,3026252963,9261672821,Dormant-Active
T009717,Withdrawal,2025-11-04,19:48:00,2762,Generated transaction,BR038,Branch,ACC1002413,active,-367,ACC1002996,active,2599,0,2395,-367,3915290110,6059630291,Circular
T009718,Withdrawal,2025-11-04,00:09:00,2235,Generated transaction,BR019,ATM,ACC1006537,active,6844,ACC1009666,active,111,2346,4609,6844,3993037909,8212314725,
T009719,Deposit,2025-11-02,08:06:00,874,Generated transaction,BR032,Online,ACC1005186,active,4386,ACC1006382,active,2346,3220,3512,4386,3223430872,5181763610,
T009720,Transfer,2025-11-02,10:19:00,2455,Generated transaction,BR023,Branch,ACC1000203,active,2788,ACC1005236,active,1613,0,333,2788,8739045714,6656456273,
T009721,Withdrawal,2025-11-01,15:18:00,92,Generated transaction,BR005,Online,ACC1008089,active,3941,ACC1006257,active,1319,1411,4033,3941,5352435675,2022715066,
T009722,Transfer,2025-11-06,23:12:00,2792,Generated transaction,BR041,ATM,ACC1009801,active,-2633,ACC1005419,active,1170,3962,159,-2633,4329827360,1114419719,Circular
T009723,Deposit,2025-11-02,10:56:00,2910,Generated transaction,BR018,Branch,ACC1002164,active,34179,ACC1006611,active,1879,0,120,34179,5467603353,6623778080,Abnormal-Balance
T009724,Deposit,2025-11-03,13:14:00,2603,Generated transaction,BR018,Branch,ACC1005651,active,0,ACC1006309,active,2442,0,753,0,6734466996,7661273066,Smurfing
T009725,Withdrawal,2025-11-02,08:22:00,4378,Generated transaction,BR037,ATM,ACC1003075,active,5438,ACC1000617,active,1481,0,1060,5438,7619820425,7966753271,
T009726,Withdrawal,2025-11-06,15:22:00,1409,Generated transaction,BR036,ATM,ACC2976147,active,-626,ACC1004138,active,152,1561,783,-626,8416269800,8492285206,High-Risk
T009727,Deposit,2025-11-03,11:35:00,1262,Generated transaction,BR023,Online,ACC1009016,active,707,ACC1006071,active,1134,2396,1969,707,5068926194,6155762512,Smurfing
T009728,Transfer,2025-11-03,22:18:00,1644,Generated transaction,BR031,Online,ACC1001131,dormant,1644,ACC1004646,active,374,0,0,1644,9256997217,2238492842,Dormant-Active
T009729,Deposit,2025-11-04,11:04:00,1236,Generated transaction,BR050,ATM,ACC1008587,active,16670,ACC1004132,active,1673,437,119,16670,8771375156,3421094116,Abnormal-Balance
T009730,Transfer,2025-11-04,23:02:00,522,Generated transaction,BR043,Branch,ACC1004297,active,1062,ACC1009876,active,1381,1903,1584,1062,2218928555,7308730650,Smurfing
T009731,Deposit,2025-11-05,13:59:00,4649,Generated transaction,BR006,Online,ACC1007198,active,0,ACC1001516,active,1015,0,1815,0,7585255753,2501373117,Smurfing
T009732,Transfer,2025-10-31,19:53:00,3810,Generated transaction,BR014,Online,ACC1008555,active,5063,ACC1009727,active,2621,6431,1253,5063,8712109542,9593867709,
T009733,Transfer,2025-11-02,16:43:00,1474,Generated transaction,BR048,Branch,ACC1000931,active,150,ACC1000204,active,2931,1457,1624,150,9352063353,1169766722,
T009734,Transfer,2025-10-31,05:45:00,79,Generated transaction,BR016,ATM,ACC1008096,active,1669,ACC1004535,active,975,1054,1748,1669,1833365926,6325121789,
T009735,Withdrawal,2025-11-03,17:12:00,3898,Generated transaction,BR010,Branch,ACC6970109,active,-3138,ACC1001715,active,362,0,760,-3138,5753081077,2623558627,High-Risk
T009736,Deposit,2025-10-31,15:17:00,2357,Generated transaction,BR041,Online,ACC1009573,active,4050,ACC1006616,active,2160,4517,1693,4050,9290771992,8581422801,
T009737,Transfer,2025-11-02,17:21:00,3526,Generated transaction,BR029,Branch,ACC1002978,active,315,ACC1007663,active,2848,6374,3841,315,6122666010,5467946637,
T009738,Deposit,2025-11-01,20:42:00,2095,Generated transaction,BR016,Online,ACC1000221,active,4147,ACC1000375,active,1157,0,2052,4147,4291048882,2437733001,Circular
T009739,Transfer,2025-11-05,02:15:00,4985,Generated transaction,BR004,Online,ACC1000104,active,-2553,ACC1005332,active,2391,0,2432,-2553,1275015466,8906285018,Circular
T009740,Transfer,2025-11-04,03:54:00,4063,Generated transaction,BR038,ATM,ACC1000305,active,8253,ACC1004823,active,2549,0,4190,8253,7110422255,9019174602,
T009741,Deposit,2025-11-05,10:52:00,2926,Generated transaction,BR009,Online,ACC1000598,active,0,ACC1002635,active,1801,4727,1748,0,8513023975,6532081053,
T009742,Withdrawal,2025-11-06,04:47:00,207,Generated transaction,BR018,ATM,ACC1007385,active,1208,ACC1007777,active,2814,2607,1415,1208,3684462826,1610303594,Smurfing
T009743,Withdrawal,2025-11-05,13:11:00,762,Generated transaction,BR042,ATM,ACC1003717,active,0,ACC1007764,active,211,973,439,0,7427996176,2730124162,Smurfing
T009744,Transfer,2025-11-02,13:14:00,546,Generated transaction,BR005,Branch,ACC1002246,active,1171,ACC1003845,active,1308,1854,1717,1171,4169485258,9383304395,Smurfing
T009745,Transfer,2025-10-31,11:02:00,2493,Generated transaction,BR019,Online,ACC1004623,active,122,ACC1007285,active,2302,4795,2615,122,3869943242,2149887772,Circular
T009746,Withdrawal,2025-11-02,21:04:00,457,Generated transaction,BR026,ATM,ACC1008992,active,899,ACC1001731,active,1946,1489,1356,899,2369982913,5081094132,
T009747,Deposit,2025-10-31,04:44:00,3298,Generated transaction,BR027,ATM,ACC1000705,active,0,ACC1007309,active,1440,0,1299,0,6737022204,5924381786,Smurfing
T009748,Withdrawal,2025-11-03,02:10:00,3675,Generated transaction,BR023,Branch,ACC1006353,active,-1841,ACC1005590,active,643,4318,1834,-1841,2126310017,5567665800,Circular
T009749,Deposit,2025-11-01,21:33:00,2605,Generated transaction,BR030,Online,ACC1000763,active,6188,ACC1004823,active,2275,4880,3583,6188,2494477782,7624271260,
T009750,Transfer,2025-11-02,19:27:00,2180,Generated transaction,BR013,ATM,ACC1005855,active,0,ACC1001109,active,1616,3796,838,0,6068675609,1518343820,
T009751,Deposit,2025-10-31,05:41:00,2282,Generated transaction,BR004,Branch,ACC1008526,active,1687,ACC1003623,active,2831,5113,3969,1687,4959548204,1270095234,
T009752,Transfer,2025-11-04,15:08:00,196,Generated transaction,BR029,Online,ACC1000639,active,1112,ACC1001917,active,1200,1004,1308,1112,3557496081,3107407249,Circular
T009753,Withdrawal,2025-11-06,06:38:00,1288,Generated transaction,BR010,Branch,ACC1006081,active,0,ACC1006522,active,2266,978,1212,0,8876304900,5354411574,Smurfing
T009754,Transfer,2025-10-31,04:08:00,1681,Generated transaction,BR019,Online,ACC1009047,active,0,ACC1009435,active,2225,3906,878,0,4197815237,6076887334,
T009755,Withdrawal,2025-10-31,15:53:00,3799,Generated transaction,BR039,ATM,ACC1006374,active,0,ACC1002741,active,240,0,548,0,7304109902,6817048983,Smurfing
T009756,Deposit,2025-10-31,19:32:00,3772,Generated transaction,BR031,Branch,ACC1000885,active,0,ACC1007678,active,523,0,2211,0,7035029424,7096324216,
T009757,Transfer,2025-11-01,07:37:00,1513,Generated transaction,BR029,ATM,ACC1000008,active,1297,ACC1002847,active,891,2404,2810,1297,5045679731,6519658850,Circular
T009758,Deposit,2025-11-03,05:22:00,1382,Generated transaction,BR006,ATM,ACC1009227,active,0,ACC1003749,active,754,2136,1036,0,3789528788,5486702146,Smurfing
T009759,Deposit,2025-10-31,11:16:00,4509,Generated transaction,BR005,Online,ACC1000679,active,5118,ACC1007734,active,1440,5949,609,5118,6773707081,8887264297,Circular
T009760,Transfer,2025-11-06,05:29:00,4306,Generated transaction,BR016,ATM,ACC1000524,active,0,ACC1007503,active,298,4604,2205,0,3396442719,7630653097,
T009761,Deposit,2025-11-06,08:11:00,4015,Generated transaction,BR019,Branch,ACC1006907,active,891,ACC1002157,active,369,0,4906,891,6686518618,5865423246,
T009762,Deposit,2025-11-05,21:22:00,2868,Generated transaction,BR045,ATM,ACC1000633,active,3033,ACC1000491,active,448,3316,165,3033,4847168358,6391877718,Circular
T009763,Transfer,2025-11-01,16:47:00,1408,Generated transaction,BR050,Branch,ACC1008885,active,149,ACC1002708,active,1481,73,1557,149,6077099130,3879610829,Circular
T009764,Deposit,2025-11-02,12:29:00,179,Generated transaction,BR042,Online,ACC1003965,active,951,ACC1009402,active,2733,2912,772,951,6567990233,3191450184,Circular
T009765,Transfer,2025-11-04,04:55:00,10,Generated transaction,BR036,Online,ACC1008415,active,1391,ACC1001995,active,1470,1460,1401,1391,7294696413,7284309866,Smurfing
T009766,Transfer,2025-11-01,08:21:00,800,Generated transaction,BR042,Branch,ACC1008143,active,3362,ACC1006941,active,749,0,2562,3362,6919268896,6432006783,
T009767,Transfer,2025-11-04,02:47:00,1356,Generated transaction,BR014,ATM,ACC1002330,active,107,ACC1009407,active,1368,12,1463,107,4702476817,9996653381,Circular
T009768,Transfer,2025-11-03,07:19:00,3377,Generated transaction,BR023,Online,ACC1007785,dormant,3377,ACC1000016,active,2379,0,0,3377,8922554065,5096413835,Dormant-Active
T009769,Deposit,2025-11-03,02:36:00,3667,Generated transaction,BR037,ATM,ACC6970109,active,4317,ACC1007353,active,2581,0,650,4317,2169169801,9997018843,High-Risk
T009770,Withdrawal,2025-11-01,04:10:00,558,Generated transaction,BR016,ATM,ACC1004033,active,2834,ACC1001830,active,748,190,3392,2834,8739966512,4181799043,
T009771,Transfer,2025-11-04,17:56:00,3056,Generated transaction,BR019,ATM,ACC1002955,active,0,ACC1000540,active,215,3271,984,0,3232361364,3385036943,Smurfing
T009772,Transfer,2025-11-03,03:09:00,4300,Generated transaction,BR010,Online,ACC1003489,active,-4185,ACC1008520,active,151,0,115,-4185,2855027501,5697269907,Circular
T009773,Withdrawal,2025-11-06,02:46:00,94,Generated transaction,BR017,Online,ACC1008651,active,4965,ACC1002500,active,2017,1923,4871,4965,9848905557,4383455751,
T009774,Transfer,2025-11-03,05:16:00,4082,Generated transaction,BR019,Branch,ACC1009227,active,0,ACC1009362,active,1510,5592,748,0,7105642951,8779718418,Smurfing
T009775,Transfer,2025-11-06,20:33:00,2618,Generated transaction,BR047,ATM,ACC1000067,active,0,ACC1007133,active,2356,4974,217,0,6485543273,6381394680,Smurfing
T009776,Transfer,2025-11-03,22:40:00,1586,Generated transaction,BR024,Online,ACC1009625,active,1796,ACC1001908,active,2091,3677,210,1796,2664546184,7164895310,
T009777,Withdrawal,2025-11-04,07:52:00,3185,Generated transaction,BR049,Online,ACC1003329,active,4517,ACC1008612,active,1896,0,1332,4517,1594883801,8221436682,
T009778,Deposit,2025-11-02,18:36:00,403,Generated transaction,BR004,Online,ACC1001893,active,12459,ACC1001822,active,476,73,74,12459,1753866850,2710398026,Abnormal-Balance
T009779,Withdrawal,2025-11-04,16:44:00,1159,Generated transaction,BR032,ATM,ACC1009530,active,0,ACC1001528,active,1703,544,454,0,1766404040,1309232523,Smurfing
T009780,Transfer,2025-11-05,05:40:00,752,Generated transaction,BR027,Online,ACC2976147,active,-250,ACC1009004,active,1376,2128,502,-250,1414786612,6258909035,High-Risk
T009781,Transfer,2025-11-02,15:35:00,320,Generated transaction,BR041,Branch,ACC6970109,active,-23,ACC1007649,active,1898,2218,297,-23,4543643294,3030476121,High-Risk
T009782,Transfer,2025-10-31,16:01:00,1387,Generated transaction,BR022,Branch,ACC1006374,active,22,ACC1009783,active,2502,1115,1409,22,4302765663,2929945754,Smurfing
T009783,Deposit,2025-11-06,12:37:00,702,Generated transaction,BR036,Branch,ACC1002069,active,527,ACC1005552,active,1246,544,1229,527,4986792670,7413014549,Smurfing
T009784,Withdrawal,2025-11-05,20:34:00,2536,Generated transaction,BR035,Online,ACC6802190,active,-2355,ACC1002978,active,1073,3609,181,-2355,9750145934,9311697815,High-Risk
T009785,Withdrawal,2025-11-01,03:23:00,1698,Generated transaction,BR019,Online,ACC1009556,active,0,ACC1004306,active,2589,891,411,0,8981117420,2457302586,Smurfing
T009786,Withdrawal,2025-11-03,18:46:00,3707,Generated transaction,BR029,Online,ACC1008675,active,5516,ACC1003069,active,443,4150,1809,5516,9417034202,8497142242,
T009787,Withdrawal,2025-11-05,08:22:00,3822,Generated transaction,BR044,ATM,ACC1001936,active,5897,ACC1000954,active,290,0,2075,5897,7971480066,5512131219,
T009788,Deposit,2025-11-06,06:04:00,3457,Generated transaction,BR033,ATM,ACC1003889,active,0,ACC1007093,active,727,0,2213,0,7229534040,6169949265,
T009789,Deposit,2025-11-05,19:19:00,653,Generated transaction,BR023,ATM,ACC1000078,active,4191,ACC1002480,active,1669,2322,4844,4191,3891824985,4521102066,
T009790,Withdrawal,2025-11-01,17:26:00,1972,Generated transaction,BR002,ATM,ACC1001561,active,1661,ACC1009106,active,2358,386,3633,1661,8270326618,5983007424,
T009791,Deposit,2025-11-06,10:25:00,3153,Generated transaction,BR022,Branch,ACC1000340,active,0,ACC1004641,active,42,0,1735,0,7809685313,4551158740,Smurfing
T009792,Transfer,2025-11-03,22:06:00,3959,Generated transaction,BR047,Online,ACC1008487,dormant,3959,ACC1007104,active,2416,6375,0,3959,7825981078,6539479341,Dormant-Active
T009793,Deposit,2025-11-01,05:46:00,3167,Generated transaction,BR043,Online,ACC1007582,active,0,ACC1001888,active,290,0,2175,0,8427641489,8909139288,
T009794,Transfer,2025-11-01,23:44:00,4287,Generated transaction,BR042,Online,ACC1005995,active,0,ACC1007391,active,2773,0,1180,0,8209821843,6714523290,Smurfing
T009795,Withdrawal,2025-11-03,08:58:00,2614,Generated transaction,BR032,ATM,ACC1008618,active,0,ACC1004607,active,1315,0,512,0,6042607265,5100621155,
T009796,Transfer,2025-11-05,05:13:00,2956,Generated transaction,BR018,ATM,ACC1002903,active,0,ACC1009163,active,2515,0,1798,0,1690276996,5986249042,Smurfing
T009797,Deposit,2025-11-05,09:31:00,2613,Generated transaction,BR011,Branch,ACC1008694,active,4359,ACC1001618,active,2524,0,1746,4359,8224775630,5979236793,Circular
T009798,Deposit,2025-11-01,12:38:00,2271,Generated transaction,BR036,Branch,ACC1001894,active,5314,ACC1004463,active,2335,64,3043,5314,4214844732,2274358639,
T009799,Withdrawal,2025-11-04,15:42:00,2054,Generated transaction,BR032,Online,ACC1001573,active,5712,ACC1000778,active,2727,4781,3658,5712,2676850548,3323465270,
T009800,Withdrawal,2025-11-04,03:37:00,866,Generated transaction,BR018,Branch,ACC1009120,active,2361,ACC1003069,active,1698,832,3227,2361,7385425468,2011961110,
T009801,Deposit,2025-11-01,11:39:00,2308,Generated transaction,BR019,Branch,ACC8482897,active,2794,ACC1003196,active,2959,5267,486,2794,5430414257,4543544237,High-Risk
T009802,Transfer,2025-10-31,07:41:00,3403,Generated transaction,BR035,ATM,ACC1001389,active,7397,ACC1006122,active,956,4359,3994,7397,6280270127,7420413996,
T009803,Transfer,2025-11-05,06:48:00,2853,Generated transaction,BR024,ATM,ACC1009920,active,0,ACC1002713,active,1856,0,1914,0,5292201595,9732428158,Smurfing
T009804,Withdrawal,2025-11-05,11:14:00,4630,Generated transaction,BR030,ATM,ACC1006581,active,0,ACC1000643,active,2526,0,1211,0,1614230832,4161428402,
T009805,Deposit,2025-11-04,22:29:00,4794,Generated transaction,BR038,ATM,ACC1001244,active,0,ACC1000656,active,2765,7559,3283,0,1326882417,6844940764,
T009806,Transfer,2025-11-04,15:29:00,1216,Generated transaction,BR012,ATM,ACC1007355,active,2943,ACC1006692,active,2825,1609,4159,2943,7055045057,3701977706,
T009807,Deposit,2025-11-05,05:06:00,1662,Generated transaction,BR003,Online,ACC1002114,active,4149,ACC1005484,active,1670,8,2487,4149,8223104842,6506343595,Circular
T009808,Deposit,2025-11-06,23:37:00,3244,Generated transaction,BR045,ATM,ACC1003454,active,331,ACC1003850,active,1978,0,3575,331,6668390698,6324641158,
T009809,Deposit,2025-11-01,03:25:00,1626,Generated transaction,BR050,Online,ACC1001618,active,2448,ACC1001643,active,522,2148,822,2448,4005325801,2514529732,Circular
T009810,Deposit,2025-10-31,03:43:00,884,Generated transaction,BR027,Branch,ACC1003881,active,1248,ACC1004742,active,1586,702,364,1248,6133759145,3315264338,Circular
T009811,Deposit,2025-11-05,08:49:00,2431,Generated transaction,BR036,Branch,ACC1004171,active,0,ACC1001670,active,901,0,1284,0,5616217288,8134534515,Smurfing
T009812,Withdrawal,2025-11-06,09:39:00,2643,Generated transaction,BR030,Branch,ACC1007611,active,0,ACC1007309,active,2785,5428,920,0,3122293901,9393175459,Smurfing
T009813,Transfer,2025-10-31,01:14:00,4905,Generated transaction,BR004,ATM,ACC1001598,active,0,ACC1008672,active,2770,0,737,0,7902777521,4225557277,Smurfing
T009814,Transfer,2025-11-06,04:25:00,4230,Generated transaction,BR040,ATM,ACC1001813,active,0,ACC1008223,active,1413,5643,3112,0,2263298671,8373453183,
T009815,Withdrawal,2025-11-01,03:38:00,1270,Generated transaction,BR041,Branch,ACC1007893,active,5808,ACC1007963,active,2803,1533,4538,5808,3102695444,3767723569,
T009816,Withdrawal,2025-11-05,23:04:00,1829,Generated transaction,BR020,ATM,ACC1001997,active,624,ACC1001425,active,1559,0,2453,624,4106966207,6101129127,Circular
T009817,Withdrawal,2025-11-01,17:55:00,1682,Generated transaction,BR018,ATM,ACC1005381,active,4016,ACC1004399,active,734,0,2334,4016,5542546028,1835582138,
T009818,Withdrawal,2025-11-01,11:06:00,1434,Generated transaction,BR044,Branch,ACC1002563,active,151,ACC1009289,active,2909,4343,1585,151,1259376081,6164066657,Circular
T009819,Withdrawal,2025-11-03,12:53:00,3594,Generated transaction,BR005,Branch,ACC1003253,active,-2186,ACC1000709,active,2340,5934,1408,-2186,5875678929,6370891032,Circular
T009820,Transfer,2025-11-06,20:13:00,1067,Generated transaction,BR013,Branch,ACC1005419,active,0,ACC1008877,active,1410,343,703,0,9394149500,3765143957,Smurfing
T009821,Transfer,2025-11-03,18:35:00,502,Generated transaction,BR021,ATM,ACC1003604,active,0,ACC1004809,active,660,1162,335,0,1104121863,7474643664,Smurfing
T009822,Deposit,2025-11-06,15:07:00,3742,Generated transaction,BR020,Online,ACC1005407,active,0,ACC1001056,active,2059,5801,1646,0,9231840736,4291848166,Smurfing
T009823,Transfer,2025-11-04,04:37:00,768,Generated transaction,BR040,Online,ACC1006080,active,2054,ACC1004063,active,760,1528,2822,2054,6544363320,2246156942,Circular
T009824,Deposit,2025-11-01,08:00:00,669,Generated transaction,BR021,ATM,ACC1004097,active,1190,ACC1007523,active,2961,3630,1859,1190,9741643162,9544842516,
T009825,Withdrawal,2025-11-02,23:07:00,2994,Generated transaction,BR039,Online,ACC1007673,active,6572,ACC1003337,active,1402,4396,3578,6572,4341773742,9046523523,
T009826,Transfer,2025-11-01,23:47:00,3095,Generated transaction,BR033,Online,ACC1006251,dormant,3095,ACC1006597,active,2406,0,0,3095,2768167065,6013582664,Dormant-Active
T009827,Withdrawal,2025-11-05,13:12:00,887,Generated transaction,BR038,ATM,ACC1001933,active,1140,ACC1008427,active,2640,3527,2027,1140,6544268020,5198691157,Circular
T009828,Withdrawal,2025-11-05,18:14:00,2039,Generated transaction,BR026,ATM,ACC1009717,active,0,ACC1008339,active,2849,4888,1716,0,2114821030,5672033007,Smurfing
T009829,Transfer,2025-10-31,18:13:00,1336,Generated transaction,BR035,ATM,ACC1005425,active,0,ACC1000619,active,29,0,62,0,9322480283,3107407020,Smurfing
T009830,Transfer,2025-11-01,03:12:00,49,Generated transaction,BR046,Branch,ACC1009683,active,556,ACC1003892,active,907,858,605,556,2220091512,9367053160,Smurfing
T009831,Withdrawal,2025-11-04,12:44:00,2418,Generated transaction,BR006,Branch,ACC1001326,active,4968,ACC1002886,active,1004,3422,2550,4968,6113766890,8480658514,
T009832,Transfer,2025-10-31,17:59:00,2925,Generated transaction,BR018,ATM,ACC1007677,dormant,2925,ACC1004283,active,1485,4410,0,2925,7995010102,3946696222,Dormant-Active
T009833,Withdrawal,2025-11-05,18:04:00,3962,Generated transaction,BR008,Branch,ACC1002152,active,0,ACC1003617,active,1624,0,1435,0,5640100730,8196303078,Smurfing
T009834,Withdrawal,2025-11-05,17:46:00,651,Generated transaction,BR004,Branch,ACC1007649,active,0,ACC1006666,active,2179,2830,334,0,9555360657,2760732259,Smurfing
T009835,Transfer,2025-11-02,12:01:00,4451,Generated transaction,BR015,ATM,ACC1002714,active,0,ACC1008210,active,965,0,651,0,6577354139,5578241373,Smurfing
T009836,Deposit,2025-10-31,02:17:00,3924,Generated transaction,BR031,Online,ACC6970109,active,4285,ACC1008753,active,2757,0,361,4285,8063804659,6891697702,High-Risk
T009837,Transfer,2025-11-06,13:45:00,2452,Generated transaction,BR019,Branch,ACC1001329,active,-1882,ACC1005740,active,347,0,570,-1882,1255988184,6370494627,Circular
T009838,Transfer,2025-11-02,13:37:00,4829,Generated transaction,BR022,ATM,ACC1004976,active,-3437,ACC1009905,active,49,4878,1392,-3437,4693928810,7459797031,Circular
T009839,Transfer,2025-11-04,03:15:00,2839,Generated transaction,BR017,Online,ACC1005938,dormant,2839,ACC1000082,active,145,0,0,2839,4351695666,7132348970,Dormant-Active
T009840,Transfer,2025-11-06,13:02:00,3760,Generated transaction,BR047,Online,ACC1007256,active,-2604,ACC1008098,active,841,0,1156,-2604,6892377111,8839773524,Circular
T009841,Transfer,2025-11-05,06:01:00,3147,Generated transaction,BR002,ATM,ACC1002206,active,5310,ACC1007900,active,387,3534,2163,5310,7161568099,1221724469,
T009842,Transfer,2025-11-01,02:14:00,3823,Generated transaction,BR002,Online,ACC1003054,active,0,ACC1007610,active,1047,0,2779,0,3964723136,4633903694,
T009843,Deposit,2025-11-06,12:36:00,2433,Generated transaction,BR013,Branch,ACC1002069,active,0,ACC1001175,active,678,0,337,0,2741004880,5959841526,Smurfing
T009844,Deposit,2025-11-06,05:43:00,4293,Generated transaction,BR018,Branch,ACC1007891,active,31045,ACC1006453,active,1960,6253,78,31045,5494196439,7197583776,Abnormal-Balance
T009845,Deposit,2025-11-04,18:25:00,590,Generated transaction,BR028,Online,ACC1003941,active,3311,ACC1004100,active,1605,1015,3901,3311,8342927172,5357908738,
T009846,Transfer,2025-11-05,20:01:00,4195,Generated transaction,BR042,Online,ACC1006574,dormant,4195,ACC1002650,active,31,0,0,4195,9138948090,2544054634,Dormant-Active
T009847,Withdrawal,2025-11-02,10:09:00,624,Generated transaction,BR024,ATM,ACC1007504,active,0,ACC1006238,active,2132,1508,615,0,1561649896,1292785627,Smurfing
T009848,Deposit,2025-11-04,12:24:00,494,Generated transaction,BR031,Online,ACC1006667,active,5177,ACC1000731,active,2334,2828,4683,5177,4086700576,9699943559,
T009849,Transfer,2025-11-01,08:54:00,3594,Generated transaction,BR037,Online,ACC1000463,active,4669,ACC1000729,active,909,0,1075,4669,4281882628,4565415980,
T009850,Deposit,2025-11-01,08:25:00,338,Generated transaction,BR026,Branch,ACC1008809,active,318,ACC1001376,active,1692,1354,656,318,7481405956,5606819685,
T009851,Withdrawal,2025-11-02,11:46:00,2597,Generated transaction,BR040,Online,ACC1006134,active,3811,ACC1005222,active,2455,5052,1214,3811,2834349263,6361213566,
T009852,Withdrawal,2025-10-31,22:53:00,1691,Generated transaction,BR040,ATM,ACC1004226,active,2492,ACC1003739,active,631,0,801,2492,2263563538,9638393558,
T009853,Withdrawal,2025-11-03,08:59:00,972,Generated transaction,BR047,ATM,ACC1002478,active,1463,ACC1000088,active,2813,1841,2435,1463,7019633998,2231109432,
T009854,Deposit,2025-11-05,06:10:00,538,Generated transaction,BR025,Branch,ACC1007862,active,639,ACC1007908,active,1388,1926,1177,639,4743304820,1306278168,Smurfing
T009855,Transfer,2025-11-01,05:49:00,2268,Generated transaction,BR003,Branch,ACC1005150,active,0,ACC1003048,active,2121,0,166,0,2743913276,3062920493,Smurfing
T009856,Transfer,2025-10-31,10:11:00,3864,Generated transaction,BR039,Branch,ACC1000274,active,0,ACC1000689,active,1411,0,1235,0,7950817144,2041905467,Smurfing
T009857,Transfer,2025-11-04,18:14:00,3553,Generated transaction,BR001,Branch,ACC1003363,active,-1707,ACC1004073,active,2236,0,1846,-1707,9597402820,5789904652,Circular
T009858,Deposit,2025-10-31,12:54:00,3633,Generated transaction,BR003,ATM,ACC1003239,active,32986,ACC1005875,active,2898,0,194,32986,8068582776,6046665217,Abnormal-Balance
